,Name,Club_Position,Height,Weight
7673,Javier Parraguez,ataque,183,86
7676,Emanuel Taffertshofer,ataque,175,74
7677,Mamadou Bagayoko,central,175,67
7678,Lucas Rodríguez,ataque,168,64
7679,David Kiki,defensa,180,76
7681,Michael Perlak,ataque,171,60
7682,Ruca,defensa,189,79
7684,Lorenzo Dickmann,central,177,70
7686,Anto Grgic,central,188,84
7693,Jhon Pérez,central,174,67
7695,Mickaël Alphonse,defensa,182,75
7696,Grischa Prömel,ataque,183,78
7698,Rafik Zekhnini,ataque,179,63
7705,Sander Berge,central,190,88
7706,Cheikhou Dieng,central,180,66
7711,Carlos González,ataque,183,76
7717,Nicolás Sánchez,central,180,70
7719,Karol Mets,defensa,191,80
7725,Joevin Jones,defensa,180,73
7730,Franck Kom,central,176,79
7733,Niklas Kreuzer,defensa,173,76
7736,Aboubakar Kamara,ataque,177,76
7738,Cheick Keita,central,182,76
7741,Mason Holgate,defensa,185,74
7744,Guilherme Sityá,defensa,179,76
7747,Pedro Nuno,central,176,68
7748,Maximilian Wittek,central,172,70
7750,Mirko Gori,central,177,76
7752,Mohamed Rayhi,ataque,178,76
7753,Javier Salas,central,182,73
7759,Roman Gergel,central,180,77
7763,Darnell Furlong,central,180,76
7766,Nelsinho,defensa,175,71
7767,Recep Niyaz,ataque,165,64
7770,Stefan Lainer,defensa,175,70
7772,Christian Chimino,defensa,178,72
7774,Lee Gregory,ataque,188,80
7777,Emanuel Loeschbor,defensa,180,76
7781,Pablo Martinez,defensa,182,77
7784,Krzysztof Piątek,ataque,183,77
7786,Álvaro Bustos,ataque,173,70
7789,Alexander Stølås,central,182,75
7790,Zinedine Ferhat,central,180,70
7792,Albian Ajeti,ataque,183,77
7793,Petter Strand,central,175,67
7800,Lee Gwang Hyeok,ataque,169,63
7801,Chris Duvall,defensa,178,68
7804,Ahn Yong Woo,central,178,68
7805,Kim Yong Hwan,central,176,64
7808,Dairin González,defensa,190,86
7810,Harry Shipp,central,175,66
7812,Mohammed Al Buraik,defensa,173,83
7815,Jonathan Gradit,defensa,180,77
7819,Matías Pérez Acuña,defensa,176,64
7820,Ernesto Torregrossa,ataque,184,80
7821,Larry Vásquez,central,186,81
7824,Angeliño,defensa,174,69
7826,Julian von Haacke,central,181,75
7827,Lorenzo Venuti,defensa,176,66
7828,Bubacarr Sanneh,defensa,183,75
7829,Martin Milec,defensa,174,69
7833,Mohamed Kanno,ataque,191,73
7834,Clifford Aboagye,central,163,55
7838,Mattia Aramu,ataque,180,67
7839,Hebert,defensa,191,87
7840,Lorenzo Rosseti,ataque,182,74
7842,Claude Gonçalves,central,174,68
7844,Patryk Lipski,ataque,185,74
7845,Mario Pavelic,central,180,65
7846,Moussa Sao,ataque,184,77
7847,Juan José Mezú,ataque,170,70
7850,Nehuén Paz,defensa,192,89
7852,Saad Abdulameer Luaibi,central,180,74
7859,Leonardo Gatto,ataque,179,73
7863,Conor Grant,central,176,76
7864,Hugo Álvarez,defensa,183,72
7867,Bryan Pelé,ataque,169,65
7868,Stanislav Lobotka,central,170,64
7870,Phillipp Mwene,defensa,170,66
7871,Ihlas Bebou,central,183,77
7875,Héctor Berríos,defensa,174,67
7879,Lorenzo Filippini,defensa,183,77
7882,Lasse Nielsen,defensa,188,78
7884,Khalid Karami,defensa,181,73
7888,Maximilian Hofmann,defensa,183,70
7891,Guillermo Farré,central,176,77
7895,Fabricio Fontanini,defensa,180,80
7897,Yulían Mejía,ataque,184,79
7898,Lucas Ceballos,defensa,166,67
7899,Juan Ignacio Sills,central,180,70
7900,Misael Cubillos,ataque,175,67
7901,Mauricio Zenteno,defensa,174,76
7902,Lorenzo Faravelli,central,172,67
7904,Mauro Bogado,central,170,68
7906,Francisco Alarcón,defensa,189,85
7907,Lucas Villalba,defensa,177,73
7911,Rubén Farfán,central,174,68
7913,Leonardo Povea,central,176,73
7915,Gonzalo Villagra,central,174,67
7919,Patricio Jerez,defensa,180,79
7920,Luis Payares,defensa,185,78
7923,Elvis Mosquera,defensa,182,77
7924,Fábio Rodríguez,defensa,174,67
7925,Miguel Escalona,defensa,180,75
7926,Henry Obando,defensa,186,75
7927,Wilmer Díaz,defensa,178,77
7931,Maicol Balanta,ataque,178,76
7934,Gonzalo Barriga,central,175,74
7942,Jean-Charles Castelletto,defensa,186,78
7945,Aldo Rocha,central,167,68
7947,Isak Ssewankambo,defensa,179,74
7948,Diego Vallejos,central,173,74
7949,Osvaldo Bosso,defensa,167,69
7950,Dmitriy Efremov,central,180,70
7952,Tomi Jurić,ataque,190,83
7954,Joo Min Kyu,ataque,183,82
7955,Milan Rodić,defensa,180,73
7960,Jérôme Mombris,defensa,178,72
7962,Scott Caldwell,central,173,68
7964,Nicolás Bianchi Arce,defensa,188,82
7965,Omar Vásquez,central,167,67
7966,Callum O'Dowda,central,180,75
7971,Adama Niane,ataque,182,70
7972,Mouhamadou-Naby Sarr,defensa,196,89
7975,Przemysław Frankowski,central,175,68
7976,Lee Ki Je,defensa,175,72
7982,Martin Konczkowski,defensa,181,74
7985,Héctor Quiñones,defensa,178,70
7988,Fernando Evangelista,defensa,183,82
7989,Iván Bulos,ataque,186,82
7991,Tom Lockyer,defensa,180,72
7995,Thibault Peyre,defensa,185,78
7996,Darragh Lenihan,defensa,178,76
7997,Diego Morales,ataque,172,68
8002,Kevin Mbabu,defensa,184,80
8007,Gégé,defensa,184,78
8012,Kristoffer Peterson,ataque,180,70
8013,Hendrick Zuck,central,176,69
8014,Marin Tomasov,central,182,74
8015,Dion Malone,central,185,82
8017,Alex,central,173,73
8019,Daniel Steres,defensa,183,77
8022,Dorian Dessoleil,defensa,184,68
8023,Pasquale Fazio,defensa,180,75
8027,Elton Acolatse,central,184,80
8028,Mekeil Williams,defensa,185,77
8030,Maurides,ataque,188,77
8034,Khaled Al Ghamdi,defensa,167,62
8035,Mitchel Paulissen,central,185,77
8037,Jordy Croux,central,171,70
8039,Robin Pröpper,defensa,192,82
8041,Lukas Kübler,defensa,183,73
8042,Cyriaque Rivieyran,defensa,172,67
8043,Andreas Blomqvist,central,182,70
8048,Lasse Vigen Christensen,central,178,75
8049,Yeo Reum,central,175,69
8050,Tomislav Barbarić,defensa,191,91
8054,Bryan Carrasco,central,172,70
8057,Nick DeLeon,defensa,178,77
8059,Aias Aosman,central,175,75
8060,Marcus Maddison,central,180,71
8063,Rudy Camacho,defensa,185,79
8066,Larry Azouni,central,177,65
8067,Vladan Adžić,defensa,193,85
8069,Lawrence Olum,defensa,188,83
8072,Kristoffer Olsson,central,179,70
8076,Adama Ba,ataque,179,73
8077,Marco Chiosa,central,180,72
8078,Lukas Rotpuller,defensa,188,80
8079,Simon Lundevall,central,178,74
8081,Hugo Rodriguez,central,177,70
8083,Massimiliano Busellato,central,174,73
8084,Angus MacDonald,defensa,184,70
8093,Filip Kiss,central,186,82
8095,Damian Zbozień,defensa,186,80
8106,Rory McKenzie,central,175,75
8112,Dennis Kempe,defensa,187,84
8113,Jón Guðni Fjóluson,defensa,191,86
8116,Alvarinho,central,170,67
8119,Donny Toia,defensa,173,72
8120,Matt Smith,ataque,198,91
8124,Eddy Gnahoré,central,188,85
8127,Josh Scowen,central,178,74
8133,Nicolás Mezquida,ataque,168,68
8135,Mateusz Szczepaniak,central,184,73
8136,Joe Newell,central,185,79
8140,Đorđe Čotra,defensa,183,79
8141,Stefano Giacomelli,central,172,65
8145,John Verhoek,ataque,187,87
8148,Joackim Jørgensen,central,183,76
8153,Eriq Zavaleta,defensa,185,84
8154,Conor Coady,defensa,184,78
8155,Onel Hernandez,ataque,172,76
8158,Nicky Ajose,ataque,173,78
8162,Adriano Alves,defensa,185,75
8164,Jakub Sylvestr,ataque,178,78
8167,Nathan Kabasele,ataque,175,84
8169,Gonzalo Barreto,ataque,175,71
8172,Lorenzo Laverone,defensa,175,67
8174,Fran Cruz,defensa,185,75
8175,Luca Tremolada,ataque,176,69
8176,Sean Murray,ataque,175,68
8177,Richard Smallwood,central,180,72
8185,Antonio Cinelli,central,178,73
8186,Lee Yong,central,180,74
8187,Kim Won Il,defensa,185,77
8189,Ben Coker,defensa,180,74
8193,Bekir Yılmaz,central,180,71
8196,Jesper Lauridsen,defensa,182,76
8200,Kaj Ramsteijn,defensa,194,83
8202,Marco Meilinger,central,180,77
8203,Christopher Glombard,central,179,78
8209,Magomed Mitrishev,central,177,61
8210,Andy Boyle,defensa,178,74
8212,José Antonio Madueña,central,177,78
8215,André Calisir,defensa,180,76
8220,Leonardo,defensa,188,86
8221,Jason Davidson,defensa,180,72
8228,Hans Martínez,defensa,178,73
8229,Roy Krishna,ataque,170,70
8230,Conor McLaughlin,central,183,71
8234,François,defensa,194,80
8236,Louis Moult,ataque,184,85
8240,Romain Grange,central,177,74
8241,Marcel Ritzmaier,defensa,180,75
8243,Mikkel Kirkeskov,defensa,185,80
8246,Giuseppe Rizzo,central,182,71
8247,Michał Chrapek,central,175,68
8250,Jack Hingert,defensa,170,68
8252,Danny Wilson,defensa,187,79
8254,Billy McKay,ataque,170,68
8255,Fredy,ataque,170,68
8257,Romário,ataque,173,72
8262,Kyle Bennett,central,165,61
8263,Jens Stryger Larsen,defensa,180,74
8264,Stuart Beavon,ataque,171,69
8268,Nathan Thompson,defensa,173,71
8270,Enda Stevens,defensa,183,78
8274,Ostoja Stjepanović,central,178,70
8275,Antonio Briseño,defensa,184,72
8279,Lee Jae Sung,defensa,187,75
8280,Taishi Taguchi,central,176,70
8281,Kwak Kwang Sun,defensa,187,77
8282,Kim Sung Hwan,central,184,78
8283,Yasushi Endo,central,168,69
8284,Adnan Ibrahem Fallatah,defensa,176,70
8286,Shu Kurata,central,172,68
8287,Kyohei Noborizato,central,168,68
8290,Lago Júnior Wakalible,central,182,75
8291,Hallgrímur Jónasson,central,184,80
8292,Tom Adeyemi,ataque,185,78
8294,Pa Modou Jagne,defensa,176,79
8296,Marc Hornschuh,defensa,188,82
8297,Kamil Biliński,ataque,181,77
8298,Marvin Sordell,central,177,81
8299,Bartłomiej Babiarz,central,168,68
8301,Stefan Hierländer,ataque,180,73
8303,Sam Cronin,central,178,75
8306,Nile Ranger,ataque,188,84
8310,Adaílton,central,176,75
8313,Alessandro Ligi,defensa,191,83
8317,Federico Casarini,central,181,72
8319,Zdeněk Ondrášek,ataque,185,79
8320,Simen Søraunet Wangberg,defensa,188,85
8325,Robin Söder,ataque,177,73
8329,Marc Pedersen,defensa,184,85
8331,Iain Vigurs,central,173,72
8332,Tito,central,185,75
8333,Jimmy Nirlo,central,183,75
8335,Brian Easton,defensa,183,76
8337,Fredrik Gulbrandsen,ataque,175,75
8338,Eduardo Neto,central,185,76
8339,Dmitriy Yatchenko,defensa,172,68
8346,David Pisot,defensa,186,82
8348,Samuel Di Carmine,ataque,185,86
8350,Patrick Nyarko,ataque,183,73
8351,Tom Hiariej,defensa,178,74
8353,Christy Fagan,ataque,175,66
8355,Byron Webster,defensa,191,88
8359,Maciej Sadlok,defensa,186,80
8360,Antoñito,defensa,173,65
8362,Wellington,ataque,186,89
8363,Ricardo Machado,defensa,190,80
8364,Abdul Osman,central,183,70
8372,Anders Jacobsen,ataque,181,77
8374,Loïc Nestor,defensa,179,70
8375,Ard van Peppen,defensa,181,79
8376,Francesco Migliore,defensa,173,75
8377,Matías Sánchez,central,175,76
8379,Ande Dona Ndoh,ataque,186,80
8381,Sascha Kotysch,defensa,188,81
8382,Rémi Fournier,defensa,190,80
8384,Birkir Már Sævarsson,defensa,187,74
8385,Mathieu Baudry,defensa,188,80
8391,Nordin Gerzić,central,175,79
8392,Jay O'Shea,central,183,70
8393,Andrew Durante,defensa,182,75
8395,Cédric Avinel,defensa,180,70
8397,Xavier Báez,central,172,67
8404,Jordan Harvey,defensa,180,77
8405,Daniele Buzzegoli,central,179,72
8410,Aydın Karabulut,central,178,70
8412,Walter Alberto López,defensa,182,83
8413,Manuel Junglas,central,187,75
8414,Chris Taylor,central,183,73
8420,Pierre Gibaud,defensa,184,80
8423,Rafał Boguski,central,173,69
8424,Anthony Van Loo,defensa,177,71
8425,Thomas Jacobsen,central,175,76
8428,Adam Kokoszka,defensa,187,82
8429,Joe Skarz,defensa,183,74
8433,Yasuyuki Konno,central,178,73
8434,Tomás Charles,defensa,184,79
8435,Antonino Barillà,central,180,78
8438,Siebe Blondelle,defensa,185,81
8444,Jade North,defensa,180,78
8445,Kim Aabech,ataque,188,80
8447,Liam Craig,central,183,82
8448,Andrea Mengoni,defensa,187,92
8450,Łukasz Piątek,central,180,73
8453,Thomas Enevoldsen,ataque,181,74
8458,Shaun MacDonald,central,185,72
8462,Sebastian Schuppan,defensa,187,83
8463,Paul Huntington,defensa,191,80
8465,Mark Little,defensa,185,78
8472,Andy Taylor,defensa,183,77
8476,Lee Martin,central,180,80
8477,Saud Kariri,central,185,70
8482,Kim Jae Sung,central,180,70
8484,Carlos Matheu,defensa,182,82
8486,Richard Soumah,central,179,78
8489,James O'Connor,defensa,178,78
8490,Stéphane Darbion,central,183,77
8492,Simon Cox,ataque,181,70
8494,Maxime Annys,central,186,82
8497,Neil Kilkenny,central,173,67
8498,Hakan Aslantaş,defensa,181,77
8499,Håkon Skogseid,defensa,186,77
8500,Steve Morison,ataque,188,85
8503,Anthony Gerrard,defensa,188,83
8504,Michael Parensen,defensa,180,79
8509,Darren Pratley,central,185,69
8510,Martin Smedberg-Dalence,central,187,78
8514,Collantes,central,170,70
8515,Scott McDonald,ataque,173,78
8516,Patrice Bernier,ataque,176,81
8525,Alexandr Novikov,defensa,185,78
8529,Vicente,central,179,70
8530,Juande,central,183,75
8531,Olcan Adın,central,176,75
8533,Gastón Aguirre,defensa,178,79
8534,Marcelo Carrusca,central,175,70
8535,Paulo Ferrari,central,170,69
8537,Fabián Cubero,defensa,175,72
8540,Dennis Flinta,defensa,184,83
8541,Andy Butler,defensa,183,83
8543,Wilson,ataque,181,75
8544,Karim Djellabi,defensa,170,63
8545,Francisco Torres,central,171,70
8554,Hyun Young Min,central,179,73
8555,Lee Jong Min,defensa,175,68
8560,Ian Henderson,ataque,178,67
8561,David Ducourtioux,central,177,68
8573,Jonas Kamper,central,184,78
8575,Don Cowie,central,178,73
8578,Peter Clarke,defensa,188,83
8579,Frode Kippe,defensa,195,95
8580,Trond Olsen,ataque,173,70
8584,Shola Ameobi,ataque,191,95
8585,Kennedy Bakırcıoğlu,central,181,77
8586,Michel Breuer,defensa,183,72
8591,Mircea Axente,ataque,186,78
8594,Yordan Osorio,defensa,189,77
8596,Samuel Kalu,central,176,74
8602,Nemanja Miletić,defensa,187,78
8608,Kauã Reisende,ataque,182,75
8609,Raphael Doninho,ataque,168,64
8614,Gabriel Gudiño,central,170,68
8620,Isaac Sackey,central,190,88
8621,Ernest Seka,defensa,185,84
8623,Iván Torres,central,178,76
8628,Ivan Tomečak,central,173,71
8630,Gabriel Ramírez,central,177,69
8631,Francesco Orlando,central,168,65
8632,Mario Parra,defensa,184,78
8634,Luis Pérez,defensa,178,73
8635,Jérémy Grimm,central,181,69
8636,Otar Kakabadze,defensa,185,76
8640,Lucas Höler,ataque,184,80
8648,Guessouma Fofana,central,184,78
8651,Heliardo,ataque,190,75
8652,Mikkel Rygaard Jensen,ataque,179,73
8653,Emanuel Reynoso,central,177,65
8663,Heitor Silbeira,defensa,173,68
8665,Jallyson Neto,defensa,185,80
8667,Robin Bormuth,defensa,190,87
8669,Jakob Glesnes,defensa,188,84
8673,Shogo Taniguchi,defensa,183,72
8676,Kazuma Watanabe,ataque,182,77
8677,Shunki Takahashi,defensa,169,68
8678,Christoph Monschein,ataque,178,74
8680,Daigo Nishi,defensa,176,73
8681,Takuya Kida,central,169,63
8682,Djibril Diaw,defensa,193,85
8683,Fabio,defensa,186,78
8684,Jumpei Kusukami,central,169,63
8686,Lautaro Geminiani,defensa,178,74
8692,Shun Nagasawa,ataque,192,82
8695,Hiroki Fujiharu,central,175,60
8700,Hiroaki Okuno,ataque,171,67
8701,Hirofumi Watanabe,defensa,186,80
8705,Heo Young Joon,ataque,184,75
8707,Juan David Ríos,central,173,72
8708,Jack Harrison,ataque,175,70
8709,Daniel Sundgren,central,180,70
8710,Jonathan Campbell,defensa,188,85
8719,Hildeberto Pereira,central,175,70
8723,Juan Patiño,defensa,183,86
8731,Joia Nuno Da Costa,ataque,182,70
8733,Danilo Sacrio,ataque,176,72
8739,Guilson Paiva,defensa,187,88
8740,Albertinho Dutra,defensa,191,83
8741,Deiverson Kaio,defensa,178,74
8747,Ramón da Almeyda,central,177,77
8754,Mohamed Maouche,ataque,180,70
8756,Tom Davies,ataque,180,78
8762,Jean-Kévin Duverne,defensa,184,71
8768,Ezequiel Montagna,central,180,70
8770,Alan Moreno,defensa,175,65
8771,Alvaro Cesped,central,175,68
8774,Tim Skarke,central,179,70
8784,Jano,central,188,78
8787,Dmitriy Zhivoglyadov,defensa,181,76
8791,Abdulrahman Al Obaid,defensa,171,65
8792,Ferland Mendy,defensa,178,73
8795,Fitim Azemi,ataque,180,80
8798,Simon Diédhiou,ataque,181,80
8800,Christopher Oikonomidis,central,180,73
8803,An Hyeon Beom,central,178,72
8808,Alexis Canelo,ataque,180,83
8813,Miguel Medina,ataque,176,70
8814,César Carrillo,central,179,65
8815,Berkan Emir,defensa,178,70
8817,Angelo Fulgini,central,183,71
8818,Fatai Alashe,central,180,77
8820,Federico Martorell,defensa,182,75
8823,Felipe Pires,central,178,68
8824,Juninho Bacuna,central,185,78
8828,Sotirios Papagiannopoulos,defensa,185,85
8840,Maximilian Sauer,defensa,177,70
8843,Denis Bouanga,central,180,71
8844,Mario López,defensa,184,81
8848,José Luis Moreno,defensa,187,78
8850,Abdelrafik Gérard,central,176,70
8854,Walmer Pacheco,defensa,173,60
8858,Grégory Berthier,ataque,177,65
8859,Aniello Salzano,central,181,74
8861,Rico Henry,defensa,174,66
8862,Sauli Väisänen,defensa,191,79
8865,Jefferson Gómez,defensa,185,78
8867,Matías Orihuela,defensa,177,70
8868,Leandro,defensa,183,77
8869,Kristoffer Ajer,defensa,196,84
8870,Damian Roßbach,defensa,187,80
8871,Tyronne Ebuehi,defensa,187,72
8873,Sergi Canós,central,175,70
8876,Stefan Mugoša,ataque,188,80
8878,Barış Yardımcı,defensa,176,71
8880,Oscar Salinas,ataque,173,71
8883,Bartosz Śpiączka,ataque,184,70
8884,Junior Sambia,defensa,181,68
8886,Carlos Moreno,defensa,184,82
8888,Benedikt Zech,defensa,186,80
8896,Racine Coly,defensa,185,70
8911,Alfredo Morelos,ataque,177,79
8912,Luke Mulholland,central,175,68
8915,Sivert Heltne Nilsen,central,185,78
8920,Matías Blázquez,defensa,188,83
8924,Carlos Rivas,ataque,174,70
8926,Marco Ilaimaharitra,central,178,77
8927,Danilo Ortiz,defensa,188,86
8928,Filippo Scaglia,defensa,191,88
8929,Idriss Mhirsi,central,177,70
8938,Filip Marković,central,181,78
8948,Christian Mafla,defensa,175,70
8951,Michael Heinloth,central,177,75
8957,Vítor Gonçalves,central,174,70
8958,Eliser Quiñones,central,174,80
8959,Fabián Carmona,ataque,176,69
8961,Gustavo Mencia,defensa,179,78
8963,Vadim Afonin,central,176,68
8964,Emmanuel Boateng,central,167,70
8967,Adam Sušac,defensa,185,80
8968,Akapo,defensa,178,70
8973,Sam Hendriks,ataque,180,77
8977,Stefan Nutz,ataque,178,67
8979,Mariano Arini,central,178,75
8982,Jonatan Blanco,central,186,84
8984,Cristian Villanueva,defensa,179,71
8987,Yann Boé-Kane,central,185,76
8988,Adrien Monfray,defensa,186,79
8989,Mart Dijkstra,central,183,83
8991,Erdal Rakip,central,179,73
8993,Danilson da Cruz,central,188,85
8998,Cristian Lema,defensa,190,90
8999,Óscar Carniello,defensa,177,78
9000,Sander Svendsen,central,172,67
9001,Lucas Menossi,central,168,65
9003,Armando Cooper,central,180,68
9006,Misael Dávila,defensa,172,69
9007,Víctor Hugo Sarabia,central,172,71
9008,Francisco Pizzini,central,177,71
9012,Javier Capelli,central,178,75
9015,Ronald de la Fuente,defensa,175,75
9018,Gabriel Sandoval,central,170,68
9019,Matías Navarrete,defensa,177,73
9020,Yamilson Rivera,central,173,68
9021,Luis Mosquera,central,175,68
9025,Esteban Carvajal,central,172,67
9026,Yair Arrechea,defensa,186,81
9028,Henry Rojas,central,177,74
9030,Dilan Zúñiga,defensa,170,73
9032,Carlos Escobar,ataque,183,75
9036,Carlos Giraldo,central,180,79
9037,Alcatraz,defensa,180,75
9038,Sergio Mosquera,defensa,190,85
9043,Mikael Uhre,ataque,188,85
9044,Lebogang Phiri,central,176,60
9045,Chris Erskine,central,185,76
9048,Adolphe Teikeu,defensa,189,80
9051,Diawandou Diagné,central,175,62
9053,Khaled Ayari,ataque,180,79
9056,Abdellah Zoubir,central,180,75
9058,Zach Clough,ataque,170,64
9061,David Kinsombi,defensa,183,74
9067,Jaime Gómez,defensa,176,65
9075,Nils Quaschner,central,184,82
9080,Leonardo Bertone,central,179,72
9081,Pol García,defensa,185,78
9085,Nono,ataque,170,62
9087,Nicolai Brock-Madsen,ataque,190,88
9089,Riccardo Fiamozzi,central,175,76
9090,Riccardo Improta,ataque,179,73
9092,Sultan Ali Al Sawadi,central,168,60
9097,Charalampos Lykogiannis,defensa,186,78
